,creation_time,clozed_text,question,answer,title,url,paragraph
559,Wed Jun 16 03:27:06 2021,What is the PMID for this article?<br>{{c1::17438282}},What is the PMID for this article?,17438282,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"^ Domes\, Katja; Norton\, Roy A.; Maraun\, Mark; Scheu\, Stefan (24 April 2007). ""Reevolution of sexuality breaks Dollo's law"". Proceedings of the National Academy of Sciences. 104 (17): 7139–7144. Bibcode:2007PNAS..104.7139D. doi:10.1073/pnas.0700034104. PMC 1855408. PMID 17438282."
560,Wed Jun 16 03:27:23 2021,What did Collin and Cipriani discuss in 2003?<br>{{c1::Dollo's law and the re-evolution of shell coiling}},What did Collin and Cipriani discuss in 2003?,Dollo's law and the re-evolution of shell coiling,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"^ Collin\, R.; Cipriani\, R. (2003). ""Dollo's law and the re-evolution of shell coiling"". Proceedings of the Royal Society B. 270 (1533): 2551–2555. doi:10.1098/rspb.2003.2517. PMC 1691546. PMID 14728776."
561,Wed Jun 16 03:27:23 2021,Who published the Proceedings of the Proceedings of the Royal Society B?<br>{{c1::Royal Society B}},Who published the Proceedings of the Proceedings of the Royal Society B?,Royal Society B,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"^ Collin\, R.; Cipriani\, R. (2003). ""Dollo's law and the re-evolution of shell coiling"". Proceedings of the Royal Society B. 270 (1533): 2551–2555. doi:10.1098/rspb.2003.2517. PMC 1691546. PMID 14728776."
562,Wed Jun 16 03:27:23 2021,How many pages are in the Proceedings of the Royal Society B?<br>{{c1::270}},How many pages are in the Proceedings of the Royal Society B?,270,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"^ Collin\, R.; Cipriani\, R. (2003). ""Dollo's law and the re-evolution of shell coiling"". Proceedings of the Royal Society B. 270 (1533): 2551–2555. doi:10.1098/rspb.2003.2517. PMC 1691546. PMID 14728776."
563,Wed Jun 16 03:27:23 2021,What is the DOI of the Proceedings of the Royal Society B. 270 (1533): 2551-2555?<br>{{c1::doi:10.1098/rspb.2003.2517}},What is the DOI of the Proceedings of the Royal Society B. 270 (1533): 2551-2555?,doi:10.1098/rspb.2003.2517,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"^ Collin\, R.; Cipriani\, R. (2003). ""Dollo's law and the re-evolution of shell coiling"". Proceedings of the Royal Society B. 270 (1533): 2551–2555. doi:10.1098/rspb.2003.2517. PMC 1691546. PMID 14728776."
564,Wed Jun 16 03:27:23 2021,What is the PMID?<br>{{c1::14728776}},What is the PMID?,14728776,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"^ Collin\, R.; Cipriani\, R. (2003). ""Dollo's law and the re-evolution of shell coiling"". Proceedings of the Royal Society B. 270 (1533): 2551–2555. doi:10.1098/rspb.2003.2517. PMC 1691546. PMID 14728776."
565,Wed Jun 16 03:27:41 2021,"Who wrote ""Limpets break Dollo's Law""?<br>{{c1::Pagel, M. (2004)}}","Who wrote ""Limpets break Dollo's Law""?","Pagel, M. (2004)",List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"^ Pagel\, M. (2004). ""Limpets break Dollo's Law"". Trends in Ecology & Evolution. 19 (6): 278–280. doi:10.1016/j.tree.2004.03.020. PMID 16701270."
566,Wed Jun 16 03:27:41 2021,What law did Limpets break?<br>{{c1::Dollo's Law}},What law did Limpets break?,Dollo's Law,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"^ Pagel\, M. (2004). ""Limpets break Dollo's Law"". Trends in Ecology & Evolution. 19 (6): 278–280. doi:10.1016/j.tree.2004.03.020. PMID 16701270."
567,Wed Jun 16 03:27:41 2021,"What is the name of the journal that published the article ""Limpets break Dollo's Law""?<br>{{c1::Trends in Ecology & Evolution}}","What is the name of the journal that published the article ""Limpets break Dollo's Law""?",Trends in Ecology & Evolution,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"^ Pagel\, M. (2004). ""Limpets break Dollo's Law"". Trends in Ecology & Evolution. 19 (6): 278–280. doi:10.1016/j.tree.2004.03.020. PMID 16701270."
568,Wed Jun 16 03:27:41 2021,What is the range of numbers of plants that break Dollo's Law?<br>{{c1::278–280}},What is the range of numbers of plants that break Dollo's Law?,278–280,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"^ Pagel\, M. (2004). ""Limpets break Dollo's Law"". Trends in Ecology & Evolution. 19 (6): 278–280. doi:10.1016/j.tree.2004.03.020. PMID 16701270."
569,Wed Jun 16 03:27:41 2021,What is the PMID of the plant that broke Dollo's Law?<br>{{c1::PMID 16701270}},What is the PMID of the plant that broke Dollo's Law?,PMID 16701270,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"^ Pagel\, M. (2004). ""Limpets break Dollo's Law"". Trends in Ecology & Evolution. 19 (6): 278–280. doi:10.1016/j.tree.2004.03.020. PMID 16701270."
570,Wed Jun 16 03:27:49 2021,What is the Vol. number of the Journal of Political Economy?<br>{{c1::83}},What is the Vol. number of the Journal of Political Economy?,83,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"^ Sam Peltzman\, ""Effects of Automobile Safety Regulation""\, Journal of Political Economy Vol. 83\, No. 4 (August 1975)\, pp. 677–726"
571,Wed Jun 16 03:27:49 2021,"What are the pp. of ""Effects of Automobile Safety Regulation""?<br>{{c1::677–726}}","What are the pp. of ""Effects of Automobile Safety Regulation""?",677–726,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"^ Sam Peltzman\, ""Effects of Automobile Safety Regulation""\, Journal of Political Economy Vol. 83\, No. 4 (August 1975)\, pp. 677–726"
572,Wed Jun 16 03:28:04 2021,"Who wrote ""Big contradictions in the evolution theory, page 3""?<br>{{c1::Poe, Nathan}}","Who wrote ""Big contradictions in the evolution theory, page 3""?","Poe, Nathan",List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"^ Poe\, Nathan (11 August 2005). ""Big contradictions in the evolution theory\, page 3"". christianforums.com. Archived from the original on January 14\, 2017. Retrieved January 14\, 2017."
573,Wed Jun 16 03:28:04 2021,What did Poe write about in 2005?<br>{{c1::Big contradictions in the evolution theory}},What did Poe write about in 2005?,Big contradictions in the evolution theory,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"^ Poe\, Nathan (11 August 2005). ""Big contradictions in the evolution theory\, page 3"". christianforums.com. Archived from the original on January 14\, 2017. Retrieved January 14\, 2017."
574,Wed Jun 16 03:28:04 2021,Where is this article from?<br>{{c1::christianforums.com}},Where is this article from?,christianforums.com,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"^ Poe\, Nathan (11 August 2005). ""Big contradictions in the evolution theory\, page 3"". christianforums.com. Archived from the original on January 14\, 2017. Retrieved January 14\, 2017."
575,Wed Jun 16 03:28:04 2021,"When was the original version of christianforums.com retrieved?<br>{{c1::January 14, 2017}}",When was the original version of christianforums.com retrieved?,"January 14, 2017",List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"^ Poe\, Nathan (11 August 2005). ""Big contradictions in the evolution theory\, page 3"". christianforums.com. Archived from the original on January 14\, 2017. Retrieved January 14\, 2017."
576,Wed Jun 16 03:28:04 2021,"When did christianforums.com revert to the original?<br>{{c1::January 14, 2017}}",When did christianforums.com revert to the original?,"January 14, 2017",List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"^ Poe\, Nathan (11 August 2005). ""Big contradictions in the evolution theory\, page 3"". christianforums.com. Archived from the original on January 14\, 2017. Retrieved January 14\, 2017."
577,Wed Jun 16 03:28:18 2021,"Who wrote Poe's Law, Group Polarization, and the Epistemology of Online Religious Discourse?<br>{{c1::Aikin, Scott F.}}","Who wrote Poe's Law, Group Polarization, and the Epistemology of Online Religious Discourse?","Aikin, Scott F.",List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"^ Aikin\, Scott F. (23 January 2009). ""Poe's Law\, Group Polarization\, and the Epistemology of Online Religious Discourse"". Social Science Research Network. doi:10.2139/ssrn.1332169. SSRN 1332169."
578,Wed Jun 16 03:28:18 2021,"What organization publishes Poe's Law, Group Polarization, and the Epidemiology of Online Religious Discourse?<br>{{c1::Social Science Research Network}}","What organization publishes Poe's Law, Group Polarization, and the Epidemiology of Online Religious Discourse?",Social Science Research Network,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"^ Aikin\, Scott F. (23 January 2009). ""Poe's Law\, Group Polarization\, and the Epistemology of Online Religious Discourse"". Social Science Research Network. doi:10.2139/ssrn.1332169. SSRN 1332169."
579,Wed Jun 16 03:28:18 2021,What is the name of the Social Science Research Network?<br>{{c1::SSRN 1332169}},What is the name of the Social Science Research Network?,SSRN 1332169,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"^ Aikin\, Scott F. (23 January 2009). ""Poe's Law\, Group Polarization\, and the Epistemology of Online Religious Discourse"". Social Science Research Network. doi:10.2139/ssrn.1332169. SSRN 1332169."
580,Wed Jun 16 03:28:25 2021,What was the name of the 1979 experiment?<br>{{c1::Internet Experiment Note 111}},What was the name of the 1979 experiment?,Internet Experiment Note 111,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"^ ""Internet Experiment Note 111"". 1979."
581,Wed Jun 16 03:28:25 2021,"When was ""Internet Experiment Note 111"" published?<br>{{c1::1979}}","When was ""Internet Experiment Note 111"" published?",1979,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"^ ""Internet Experiment Note 111"". 1979."
582,Wed Jun 16 03:28:35 2021,What is the name of the controversy surrounding glucose?<br>{{c1::The General Glut Controversy}},What is the name of the controversy surrounding glucose?,The General Glut Controversy,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"^ ""The General Glut Controversy"". The New School for Social Research (NSSR). Archived from the original on March 19\, 2009."
583,Wed Jun 16 03:28:35 2021,What does NSSR stand for?<br>{{c1::The New School for Social Research}},What does NSSR stand for?,The New School for Social Research,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"^ ""The General Glut Controversy"". The New School for Social Research (NSSR). Archived from the original on March 19\, 2009."
584,Wed Jun 16 03:28:36 2021,"When was The General Glut Controversy Archived from the original?<br>{{c1::March 19, 2009}}",When was The General Glut Controversy Archived from the original?,"March 19, 2009",List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"^ ""The General Glut Controversy"". The New School for Social Research (NSSR). Archived from the original on March 19\, 2009."
585,Wed Jun 16 03:28:59 2021,"Who wrote Hermer's Last Law?<br>{{c1::Shermer, Michael}}",Who wrote Hermer's Last Law?,"Shermer, Michael",List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"^ Shermer\, Michael (2002-01-01). ""Shermer's Last Law"". Scientific American. 286 (1): 33. Bibcode:2002SciAm.286a..33S. doi:10.1038/scientificamerican0102-33. PMID 11799615."
